global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
15567,,,0.7174885613577706,0.2948804923466274,0.6994905745506823,0.3077742233662774,3554.0,0.7154663392732477,0.3104358152183398,3581.0,3825.89342546463,4258.899469852448,3825.89342546463,429.8020946979522,2.6904401779174805,0.0
15914,,,0.7230674198695591,0.2882865837642124,0.7039996884012732,0.3021479978545301,3554.0,0.7206728545622731,0.3042605777453923,3581.0,3905.878386974335,4343.004940271378,3905.878386974335,433.882116317749,2.719490528106689,0.0
16000,0.6433845,0.25487447,,,,,,,,,,,,,,
16258,,,0.7247092383248466,0.2885083811623709,0.7052822853650816,0.3025057937029579,3554.0,0.7219131925657987,0.3049901362006074,3581.0,3985.992342233658,4427.238034725189,3985.992342233658,437.96108841896057,2.748353958129883,0.0
16500,1.1315231,0.2416287,,,,,,,,,,,,,,
16603,,,0.7257581438337054,0.2915640558515276,0.7059741087287211,0.3062608125307752,3554.0,0.7231645751884949,0.3084220470778937,3581.0,4066.080953598024,4511.444071054459,4066.080953598024,442.04093289375305,2.774775505065918,0.0
16949,,,0.7274032320295062,0.286419323512486,0.7076514935855726,0.3006920157085326,3554.0,0.7246138746596621,0.302667084635053,3581.0,4146.224778413773,4595.712378025055,4146.224778413773,446.1235175132752,2.805234432220459,0.0
17000,0.27970555,0.25832033,,,,,,,,,,,,,,
17293,,,0.7285077912466866,0.2876257215227399,0.7085796263892797,0.3026706264068655,3554.0,0.7257824908152402,0.3043806709347075,3581.0,4226.241111278534,4679.848947286606,4226.241111278534,450.2047128677368,2.832771062850952,0.0
17500,0.75238913,0.4104906,,,,,,,,,,,,,,
17640,,,0.7282323837280273,0.2853449412754604,0.7081616197198579,0.3000924148516636,3554.0,0.7252190788842153,0.3019840567513439,3581.0,4306.365128517151,4764.09646654129,4306.365128517151,454.289256811142,2.860703468322754,0.0
17989,,,0.7268635886056083,0.2847216640199934,0.7070083746966446,0.2992304692995568,3554.0,0.7243758017575398,0.3009543846319987,3581.0,4386.499524354935,4848.354543209076,4386.499524354935,458.3741509914398,2.887879610061645,0.0
18000,0.78445166,0.3414491,,,,,,,,,,,,,,
18333,,,0.7226828847612653,0.2876837934766497,0.7031741853369443,0.3018711242504044,3554.0,0.720214230160046,0.3039129449481639,3581.0,4466.629561662674,4932.603288412094,4466.629561662674,462.4546842575073,2.9147708415985107,0.0
18500,0.33390054,0.27833846,,,,,,,,,,,,,,
18678,,,0.7311416353498187,0.2833225045885358,0.7113269297138787,0.2982826554916115,3554.0,0.728306254472389,0.3001828634416015,3581.0,4546.637217760086,5016.73726773262,4546.637217760086,466.5381972789765,2.945906639099121,0.0
19000,0.5307483,0.36365756,,,,,,,,,,,,,,
19023,,,0.7270804132734027,0.2872411864144461,0.7082909029658483,0.3013239030295969,3554.0,0.7248434936557526,0.3035582899547961,3581.0,4626.649858951569,5100.868280887604,4626.649858951569,470.6183443069458,2.9726295471191406,0.0
19369,,,0.7282279559544155,0.2840851545333862,0.7080141324036298,0.2988876832222495,3554.0,0.7253897250680675,0.3005939005340687,3581.0,4706.923520326614,5185.258565187454,4706.923520326614,474.6963272094727,3.0000522136688232,0.0
19500,0.9554102,0.3653455,,,,,,,,,,,,,,
19716,,,0.7260776247297015,0.283682073865618,0.7059656592923467,0.2984370466156091,3554.0,0.7233903762915387,0.3002384955974239,3581.0,4787.034692287445,5269.4920127391815,4787.034692287445,478.7804591655731,3.0268685817718506,0.0
20000,1.2062271,0.2737872,,,,,,,,,,,,,,
20064,,,0.7312290327889579,0.2811092478888375,0.7119078799855796,0.2955200676174733,3554.0,0.7288098754712371,0.2973290906542341,3581.0,4867.146030187607,5353.720652103424,4867.146030187607,482.8600277900696,3.0534110069274902,0.0
20409,,,0.7311909539358956,0.2803363800048828,0.7107979125633089,0.2951178263598234,3554.0,0.7279947553057805,0.2969053045260577,3581.0,4947.120454788208,5437.813730239868,4947.120454788208,486.93991565704346,3.0808534622192383,0.0
20500,0.7401654,0.31367624,,,,,,,,,,,,,,
20754,,,0.7321382250104632,0.2811805861336844,0.7112355658896665,0.2965999124555958,3554.0,0.7283847258098296,0.2983145161202353,3581.0,5027.138070821762,5521.949006795883,5027.138070821762,491.0190713405609,3.10772705078125,0.0
21000,0.632374,0.35008997,,,,,,,,,,,,,,
21100,,,0.7353254045758929,0.2801176139286586,0.7153842391495498,0.2947131120964054,3554.0,0.7324509864344806,0.296404478770333,3581.0,5107.1418697834015,5606.072475194931,5107.1418697834015,495.0989820957184,3.1360409259796143,0.0
21444,,,0.7332266398838588,0.280355487551008,0.7127614104486142,0.2954920745660699,3554.0,0.7301005960276459,0.2970763597698792,3581.0,5187.190469741821,5690.243055105209,5187.190469741821,499.1830563545227,3.1626150608062744,0.0
21500,1.2778445,0.2392532,,,,,,,,,,,,,,
21784,,,0.7354810578482491,0.2783268860408238,0.7146193934211452,0.293602148602367,3554.0,0.7317268139355277,0.2953070390494101,3581.0,5267.1592881679535,5774.330912590027,5267.1592881679535,503.2636308670044,3.1896908283233643,0.0
22000,1.2652588,0.32161885,,,,,,,,,,,,,,
22130,,,0.7330921036856515,0.2795165606907436,0.7136262068268149,0.294078957853387,3554.0,0.7304986113777576,0.2957881276616169,3581.0,5347.264203548431,5858.5564839839935,5347.264203548431,507.3452088832855,3.217177391052246,0.0
22478,,,0.7348309244428363,0.2781033175332205,0.7142759890923959,0.2931700938862901,3554.0,0.7315935967388648,0.2947334687958147,3581.0,5427.342021942139,5942.760194778442,5427.342021942139,511.4324040412903,3.244466543197632,0.0
22500,1.2491332,0.26273865,,,,,,,,,,,,,,
22820,,,0.7375713075910296,0.2772095714296613,0.7171394549934933,0.2922793652948262,3554.0,0.7342880747565275,0.2938601939380585,3581.0,5507.340005397797,6026.878268480301,5507.340005397797,515.5130519866943,3.2722859382629395,0.0
23000,0.52326226,0.25482363,,,,,,,,,,,,,,
23167,,,0.7358442715236119,0.2773320845195225,0.7153843078441545,0.2923918527099747,3554.0,0.7324594403405125,0.2941730225495672,3581.0,5587.528656959534,6111.194014787674,5587.528656959534,519.600593328476,3.3003931045532227,0.0
23500,2.0740924,0.23673365,,,,,,,,,,,,,,
23513,,,0.7375730105808803,0.2768388305391584,0.7172285518957513,0.2919107156988604,3554.0,0.7342770983140184,0.2935860896703086,3581.0,5667.519836425781,6195.302324771881,5667.519836425781,523.6801245212555,3.3268914222717285,0.0
23857,,,0.7387255259922573,0.2761767251150949,0.7187468400481851,0.2912111641921954,3554.0,0.7356186786599413,0.2929294802429489,3581.0,5747.570331096649,6279.474732398987,5747.570331096649,527.7643189430237,3.353353500366211,0.0
24000,0.91625345,0.26475438,,,,,,,,,,,,,,
24202,,,0.7390780448913574,0.2753642116274152,0.7183032789858258,0.2906532266130592,3554.0,0.7354843706366937,0.2922782908601822,3581.0,5827.675561666489,6363.704875469208,5827.675561666489,531.8489420413971,3.382289409637451,0.0
24500,0.7072501,0.2949429,,,,,,,,,,,,,,
24548,,,0.7389646257672992,0.274917585509164,0.7183475183112338,0.2902260148666115,3554.0,0.7355038009852346,0.2917923617050056,3581.0,5907.777143478394,6447.926587820053,5907.777143478394,535.9306883811951,3.4090945720672607,0.0
24893,,,0.7391633306230817,0.2747926201139177,0.7183046528779192,0.2902307547943338,3554.0,0.7355556834246719,0.2917731017981185,3581.0,5987.762012004852,6532.030545949936,5987.762012004852,540.0090622901917,3.438294172286988,0.0
25000,0.4154495,0.29247937,,,,,,,,,,,,,,
25240,,,0.7397745677403041,0.2741903407233102,0.7185976353668402,0.2897802555769028,3554.0,0.7358217769346901,0.2913728366181758,3581.0,6067.767355442047,6616.157998323441,6067.767355442047,544.0905902385712,3.4672462940216064,0.0
25500,2.714775,0.21854511,,,,,,,,,,,,,,
25585,,,0.7406944547380719,0.2740216425486973,0.7196415185794176,0.2895904523841974,3554.0,0.7368588803101438,0.2910997890886798,3581.0,6147.850187540054,6700.361215353012,6147.850187540054,548.1710562705994,3.495802164077759,0.0
25928,,,0.7408534458705357,0.2736458267484392,0.7201232051473692,0.2890695411969787,3554.0,0.7372366471917761,0.2905890436287001,3581.0,6227.895393371582,6784.528342723846,6227.895393371582,552.2546195983887,3.5222926139831543,0.0
26000,1.2184128,0.3285783,,,,,,,,,,,,,,
26272,,,0.7412234033857074,0.2733328172138759,0.7201649027724043,0.2889343502149866,3554.0,0.7373023013168458,0.2904873240496718,3581.0,6308.021817684174,6868.776160955429,6308.021817684174,556.3373794555664,3.549294948577881,0.0
26500,1.4481031,0.23923248,,,,,,,,,,,,,,
26616,,,0.7410603250776019,0.2731368030820574,0.719931066338105,0.2887362006278137,3554.0,0.7371248374668389,0.2902712381208985,3581.0,6388.170356750488,6953.046417713165,6388.170356750488,560.4191019535065,3.5776870250701904,0.0
