global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
46990,,,0.6719921827316284,1.3276513814926147,0.6168199777603149,1.6015956401824951,50000.0,0.4887000322341919,2.290903329849243,10000.0,20628.26121234893,22301.228451251984,20628.26121234893,1668.5782387256622,1.934717893600464,0.0
47000,2.4158115,3.1593976,,,,,,,,,,,,,,
47500,2.6721716,2.3520625,,,,,,,,,,,,,,
47944,,,0.6779491901397705,1.3019496202468872,0.6201399564743042,1.5818183422088623,50000.0,0.4913000166416168,2.2568938732147217,10000.0,21048.45112323761,22757.77061629296,21048.45112323761,1704.8478543758392,1.968759298324585,0.0
48000,2.584138,2.5334904,,,,,,,,,,,,,,
48500,2.6270704,2.3297684,,,,,,,,,,,,,,
48897,,,0.6955468654632568,1.2310354709625244,0.6251199841499329,1.557105302810669,50000.0,0.4987000226974487,2.2372066974639893,10000.0,21468.4367480278,23221.61490869522,21468.4367480278,1748.6234555244446,2.0034050941467285,0.0
49000,2.5883796,2.683102,,,,,,,,,,,,,,
49500,2.3054755,3.3873153,,,,,,,,,,,,,,
49857,,,0.6855273246765137,1.2761197090148926,0.6314600110054016,1.5329201221466064,50000.0,0.5034000277519226,2.21596097946167,10000.0,21888.79935622216,23679.67661356926,21888.79935622216,1786.2309200763702,2.0461082458496094,0.0
50000,2.7114062,2.3041444,,,,,,,,,,,,,,
50500,2.1333106,4.9014063,,,,,,,,,,,,,,
50816,,,0.6879491806030273,1.267967700958252,0.6278199553489685,1.5532413721084597,50000.0,0.5005000233650208,2.232085704803467,10000.0,22309.111480474472,24134.307889938354,22309.111480474472,1820.4694256782527,2.0777573585510254,0.0
51000,2.1242747,4.958351,,,,,,,,,,,,,,
51500,2.6883197,2.2435303,,,,,,,,,,,,,,
51769,,,0.6981835961341858,1.232142686843872,0.6326000094413757,1.5290515422821045,50000.0,0.5062000155448914,2.203350782394409,10000.0,22729.33373618126,24589.960483789444,22729.33373618126,1855.811049699784,2.117459535598755,0.0
52000,2.3572803,3.2573032,,,,,,,,,,,,,,
52500,2.0898702,4.331689,,,,,,,,,,,,,,
52722,,,0.6948632597923279,1.2600173950195312,0.6378200054168701,1.511896729469299,50000.0,0.5085000395774841,2.1973907947540283,10000.0,23149.325989961624,25061.351286172867,23149.325989961624,1907.1239984035487,2.1540443897247314,0.0
53000,2.2382927,3.2576005,,,,,,,,,,,,,,
53500,2.2634583,3.0321016,,,,,,,,,,,,,,
53679,,,0.70277339220047,1.1971427202224731,0.6426599621772766,1.477855920791626,50000.0,0.5153000354766846,2.1577723026275635,10000.0,23569.42233586312,25514.248254537582,23569.42233586312,1939.8412914276123,2.187542200088501,0.0
54000,2.6315384,2.31961,,,,,,,,,,,,,,
54500,2.4498837,4.8453903,,,,,,,,,,,,,,
54630,,,0.7091405987739563,1.1641696691513062,0.6421799659729004,1.470869541168213,50000.0,0.5128999948501587,2.161769151687622,10000.0,23989.525492668152,25968.735725164413,23989.525492668152,1974.1406950950625,2.2235701084136963,0.0
55000,2.5480578,2.1815605,,,,,,,,,,,,,,
55500,2.531586,2.096175,,,,,,,,,,,,,,
55583,,,0.72181636095047,1.1253297328948977,0.6502199769020081,1.4542932510375977,50000.0,0.5207000374794006,2.1293928623199463,10000.0,24409.56231069565,26433.254653453827,24409.56231069565,2018.53922367096,2.2584595680236816,0.0
56000,2.5578113,2.3529472,,,,,,,,,,,,,,
56500,2.2228062,4.228138,,,,,,,,,,,,,,
