global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
60500,0.48648354,3.713503,,,,,,,,,,,,,,
61000,0.47352406,3.72466,,,,,,,,,,,,,,
61500,0.48106906,3.6630616,,,,,,,,,,,,,,
61792,,,0.6163105964660645,1.812955498695373,0.5788999795913696,1.9795621633529663,50000.0,0.4531000256538391,2.650408267974853,10000.0,11258.367656707764,11759.852581262589,11258.367656707764,498.7977118492127,0.6938827037811279,0.0
62000,0.47774494,3.6378236,,,,,,,,,,,,,,
62500,0.48543963,3.7165313,,,,,,,,,,,,,,
63000,0.47771576,3.687908,,,,,,,,,,,,,,
63500,0.49621373,3.7054892,,,,,,,,,,,,,,
64000,0.47975487,3.629252,,,,,,,,,,,,,,
64500,0.47528282,3.6336808,,,,,,,,,,,,,,
64601,,,0.6098533272743225,1.857517957687378,0.5766000151634216,2.0250394344329834,50000.0,0.4572000205516815,2.6506733894348145,10000.0,11768.252495288849,12293.022606134416,11768.252495288849,521.952006816864,0.7330019474029541,0.0
65000,0.48277405,3.6577857,,,,,,,,,,,,,,
65500,0.5014906,3.800043,,,,,,,,,,,,,,
66000,0.4918417,3.5800128,,,,,,,,,,,,,,
66500,0.47213486,3.6164062,,,,,,,,,,,,,,
67000,0.5097704,3.7157605,,,,,,,,,,,,,,
67410,,,0.6324737071990967,1.7457120418548584,0.5887399911880493,1.934859156608581,50000.0,0.4688000082969665,2.5784528255462646,10000.0,12278.215480327606,12827.258270025251,12278.215480327606,546.1019096374512,0.7637128829956055,0.0
67500,0.5086227,3.6908875,,,,,,,,,,,,,,
68000,0.51477027,3.6330888,,,,,,,,,,,,,,
68500,0.49427667,3.5434065,,,,,,,,,,,,,,
69000,0.4965015,3.6133854,,,,,,,,,,,,,,
69500,0.47885394,3.550282,,,,,,,,,,,,,,
70000,0.50856256,3.6822371,,,,,,,,,,,,,,
70217,,,0.6731704473495483,1.5815236568450928,0.5878599882125854,1.9684792757034304,50000.0,0.4698000252246856,2.615736484527588,10000.0,12788.216607809069,13359.0311024189,12788.216607809069,567.7520003318787,0.7960903644561768,0.0
70500,0.49344575,3.6187909,,,,,,,,,,,,,,
71000,0.5073091,3.5926864,,,,,,,,,,,,,,
71500,0.5020314,3.6719737,,,,,,,,,,,,,,
72000,0.5141121,3.643947,,,,,,,,,,,,,,
72500,0.51035684,3.6932175,,,,,,,,,,,,,,
73000,0.5184692,3.6265767,,,,,,,,,,,,,,
73027,,,0.6520248651504517,1.6730637550354004,0.5866999626159668,1.9701958894729608,50000.0,0.4586000144481659,2.622561454772949,10000.0,13298.16697025299,13890.320236682892,13298.16697025299,588.9511861801147,0.8440396785736084,0.0
73500,0.5049759,3.6771305,,,,,,,,,,,,,,
74000,0.5082009,3.6197057,,,,,,,,,,,,,,
74500,0.4945924,3.553731,,,,,,,,,,,,,,
75000,0.51077986,3.5869756,,,,,,,,,,,,,,
75500,0.5092574,3.4888844,,,,,,,,,,,,,,
75836,,,0.6688257455825806,1.5871577262878418,0.6103799939155579,1.8433527946472168,50000.0,0.4841000139713287,2.5036115646362305,10000.0,13808.067230701448,14421.22802209854,13808.067230701448,609.835752248764,0.8771841526031494,0.0
76000,0.5207841,3.5593219,,,,,,,,,,,,,,
76500,0.5078984,3.493366,,,,,,,,,,,,,,
77000,0.5294417,3.5968463,,,,,,,,,,,,,,
77500,0.52146786,3.5499701,,,,,,,,,,,,,,
78000,0.5017729,3.58307,,,,,,,,,,,,,,
78500,0.51069444,3.55235,,,,,,,,,,,,,,
78647,,,0.6624082922935486,1.617139220237732,0.6099599599838257,1.8513147830963133,50000.0,0.4866000115871429,2.4859347343444824,10000.0,14318.115080595016,14958.747246026993,14318.115080595016,637.1810598373413,0.9124436378479004,0.0
79000,0.5111815,3.6047683,,,,,,,,,,,,,,
79500,0.5158072,3.5802555,,,,,,,,,,,,,,
80000,0.53204644,3.5948973,,,,,,,,,,,,,,
80500,0.50447625,3.4577672,,,,,,,,,,,,,,
81000,0.5357001,3.6390057,,,,,,,,,,,,,,
81456,,,0.645906388759613,1.6796780824661257,0.6014800071716309,1.8915008306503296,50000.0,0.4756000339984894,2.5513505935668945,10000.0,14828.103749036787,15488.91557765007,14828.103749036787,657.2395513057709,0.9447917938232422,0.0
81500,0.5436628,3.6578772,,,,,,,,,,,,,,
82000,0.5421014,3.5762699,,,,,,,,,,,,,,
82500,0.5481625,3.4876237,,,,,,,,,,,,,,
83000,0.5331204,3.482522,,,,,,,,,,,,,,
83500,0.5149748,3.4415274,,,,,,,,,,,,,,
84000,0.54677,3.4958472,,,,,,,,,,,,,,
84267,,,0.6578842401504517,1.6404576301574707,0.6136800050735474,1.8449496030807493,50000.0,0.4860000312328338,2.4789185523986816,10000.0,15338.051067590714,16020.547025203705,15338.051067590714,678.7950310707092,0.9780173301696776,0.0
84500,0.56062466,3.6103058,,,,,,,,,,,,,,
85000,0.5389823,3.5733106,,,,,,,,,,,,,,
85500,0.5675534,3.6020002,,,,,,,,,,,,,,
86000,0.544343,3.49209,,,,,,,,,,,,,,
86500,0.53552765,3.510542,,,,,,,,,,,,,,
87000,0.5493458,3.3877983,,,,,,,,,,,,,,
87077,,,0.6678889989852905,1.5783772468566897,0.6217399835586548,1.7732410430908203,50000.0,0.4966000318527221,2.4108152389526367,10000.0,15848.019825696943,16550.869858264923,15848.019825696943,699.0264530181885,1.0111169815063477,0.0
87500,0.54073066,3.4624414,,,,,,,,,,,,,,
88000,0.555826,3.483636,,,,,,,,,,,,,,
88500,0.56817687,3.5153122,,,,,,,,,,,,,,
89000,0.54430073,3.4123576,,,,,,,,,,,,,,
89500,0.554305,3.5154161,,,,,,,,,,,,,,
89887,,,0.6729910373687744,1.5459370613098145,0.6239199638366699,1.7690690755844116,50000.0,0.5028000473976135,2.418233156204224,10000.0,16357.967458724976,17082.90966629982,16357.967458724976,720.9941301345825,1.046532154083252,0.0
90000,0.5367057,3.429302,,,,,,,,,,,,,,
90500,0.54859704,3.5083132,,,,,,,,,,,,,,
91000,0.5524766,3.3877532,,,,,,,,,,,,,,
91500,0.5487314,3.550994,,,,,,,,,,,,,,
92000,0.5496496,3.492817,,,,,,,,,,,,,,
92500,0.5555221,3.4380634,,,,,,,,,,,,,,
