global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
32890,,,0.9908499717712402,0.0304521545767784,0.4108714643196348,0.9866591095924376,0.0442109145224094,0.2697550506010727,43793.0,0.9858633875846864,0.0467407368123531,0.2641553066836875,43793.0,9864.138288497925,15023.617991685867,9864.138288497925,5157.473906040192,1.1674108505249023,0.0
33000,0.006896573,0.031948876,,,,,,,,,,,,,,,,,
33500,0.0069527063,0.03533195,,,,,,,,,,,,,,,,,
33692,,,0.990959644317627,0.0300832130014896,0.4259178338631127,0.986894965171814,0.0438470244407653,0.268862412040396,43793.0,0.9860697984695436,0.0466380268335342,0.2624228012896367,43793.0,10104.366126537325,15382.049540758131,10104.366126537325,5275.627857923508,1.1961736679077148,0.0
34000,0.009159817,0.030874453,,,,,,,,,,,,,,,,,
34491,,,0.9909486770629884,0.0300904475152492,0.422063504416863,0.9868669509887696,0.04413603246212,0.2717689440758293,43793.0,0.9860184192657472,0.046802032738924,0.2654905570625352,43793.0,10344.243387460709,15740.40635585785,10344.243387460709,5393.777479410172,1.505213499069214,0.0
34500,0.008424631,0.029008145,,,,,,,,,,,,,,,,,
35000,0.0067729615,0.03122601,,,,,,,,,,,,,,,,,
35301,,,0.9909507036209106,0.0300076566636562,0.4162105836779707,0.9868714213371276,0.0440380871295928,0.2695099431106096,43793.0,0.985953152179718,0.0470408610999584,0.261860540979467,43793.0,10584.297667741776,16095.868485212326,10584.297667741776,5509.134773015976,1.535217046737671,0.0
35500,0.0069070305,0.0316771,,,,,,,,,,,,,,,,,
36000,0.007279865,0.032295953,,,,,,,,,,,,,,,,,
36102,,,0.9910622835159302,0.0296232476830482,0.4420537200569223,0.9867861866950988,0.0438320934772491,0.2760404445839678,43793.0,0.985931634902954,0.0465418584644794,0.2638355831556632,43793.0,10824.44524049759,16454.22203207016,10824.44524049759,5627.290143966675,1.5657312870025637,0.0
36500,0.0071372967,0.03301853,,,,,,,,,,,,,,,,,
36905,,,0.9912161231040956,0.0291313491761684,0.4341946078622406,0.9868279695510864,0.043888047337532,0.2727830021355,43793.0,0.9860461950302124,0.0466554053127765,0.2615703244886798,43793.0,11064.55094218254,16809.531289100647,11064.55094218254,5742.443549633026,1.5958011150360107,0.0
37000,0.006610378,0.027945925,,,,,,,,,,,,,,,,,
37500,0.008463107,0.031673256,,,,,,,,,,,,,,,,,
37708,,,0.9911729097366332,0.0291260387748479,0.4346595879695752,0.9869737029075624,0.0439820438623428,0.272133645212559,43793.0,0.9862058162689208,0.0466927997767925,0.2642213755927276,43793.0,11304.71995639801,17167.80451154709,11304.71995639801,5860.490448236465,1.6325039863586426,0.0
38000,0.0073106266,0.030100506,,,,,,,,,,,,,,,,,
38500,0.008067004,0.03474573,,,,,,,,,,,,,,,,,
