global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
35000,0.0380388,0.03050679,,,,,,,,,,,,,,,,,
35500,0.03988275,0.03140166,,,,,,,,,,,,,,,,,
35531,,,0.9917834997177124,0.027037052437663,0.4882394777644666,0.987052857875824,0.0437173172831535,0.2838738336038106,43793.0,0.986253023147583,0.0464368127286434,0.273511011319587,43793.0,10583.00742483139,16091.597248792648,10583.00742483139,5506.160814285278,1.5064325332641602,0.0
36000,0.03661237,0.03050402,,,,,,,,,,,,,,,,,
36336,,,0.992019772529602,0.0262622870504856,0.4996973152106786,0.9870671033859252,0.043619979172945,0.2856975701324667,43793.0,0.9862290024757384,0.0464152172207832,0.2722847035275321,43793.0,10823.180500984192,16448.800787448883,10823.180500984192,5623.139890670776,1.5369884967803955,0.0
36500,0.036235742,0.029708613,,,,,,,,,,,,,,,,,
37000,0.036190912,0.031342756,,,,,,,,,,,,,,,,,
37143,,,0.9919503927230836,0.0264592077583074,0.5022079941113572,0.9871016144752502,0.0435826256871223,0.2861010587281321,43793.0,0.986256778240204,0.0463289692997932,0.2719262860512794,43793.0,11063.384637832642,16803.807886123657,11063.384637832642,5737.892679691315,1.5662016868591309,0.0
37500,0.03770788,0.02871885,,,,,,,,,,,,,,,,,
37951,,,0.992009162902832,0.0261906534433364,0.5092364715896418,0.9869583249092102,0.0437584146857261,0.2931400308701642,43793.0,0.9861654043197632,0.0463997833430767,0.2730371751377323,43793.0,11303.523490428925,17158.2129073143,11303.523490428925,5852.107979774475,1.5964686870574951,0.0
38000,0.03287355,0.030183263,,,,,,,,,,,,,,,,,
38500,0.033072006,0.026637401,,,,,,,,,,,,,,,,,
38753,,,0.9920198917388916,0.0261031724512577,0.5085402683082594,0.9870200157165528,0.0437993742525577,0.2919875351234355,43793.0,0.986207127571106,0.0464647188782691,0.2726773822086513,43793.0,11543.625498771667,17512.196195364,11543.625498771667,5965.937205314636,1.628067970275879,0.0
39000,0.032803413,0.02843974,,,,,,,,,,,,,,,,,
39500,0.033424217,0.027392412,,,,,,,,,,,,,,,,,
39564,,,0.9920775890350342,0.0258972849696874,0.5178632674219039,0.9870175719261168,0.0438318960368633,0.2904455642740552,43793.0,0.986214280128479,0.0465207993984222,0.274007638143835,43793.0,11783.713562488556,17866.98537325859,11783.713562488556,6080.588138580322,1.6572272777557373,0.0
40000,0.030192483,0.026968062,,,,,,,,,,,,,,,,,
40375,,,0.9921066761016846,0.0259200241416692,0.5134266237921271,0.9870930910110474,0.0437814965844154,0.2910942052732513,43793.0,0.9863086342811584,0.0464753732085228,0.2763686988638266,43793.0,12023.664120674131,18219.669342517853,12023.664120674131,6193.27075958252,1.6868062019348145,0.0
40500,0.037707105,0.031214232,,,,,,,,,,,,,,,,,
41000,0.036029026,0.026506731,,,,,,,,,,,,,,,,,
41182,,,0.9921951293945312,0.0255045108497142,0.5255392530143148,0.9870272874832152,0.0440169386565685,0.2872454877016678,43793.0,0.9862306714057922,0.0467534475028514,0.2755890596003615,43793.0,12263.72638630867,18571.851628780365,12263.72638630867,6305.33953332901,1.717444658279419,0.0
41500,0.042471867,0.03008533,,,,,,,,,,,,,,,,,
41994,,,0.992254078388214,0.0253947861492633,0.5350306245213754,0.9871458411216736,0.0437072776257991,0.2921886729060299,43793.0,0.9862546920776368,0.0465846955776214,0.2740913877118571,43793.0,12503.829927921295,18922.435742616653,12503.829927921295,6415.768768310547,1.748032808303833,0.0
42000,0.036046773,0.025607182,,,,,,,,,,,,,,,,,
42500,0.04661217,0.029441759,,,,,,,,,,,,,,,,,
