global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
64065,,,0.6689755320549011,1.560241937637329,33.6577532470055,0.6772513389587402,1.5159430503845217,29.24151286150549,3000.0,0.6905002593994141,1.430458903312683,29.194278802519776,3003.0,22719.286415100098,37742.32204914093,22719.286415100098,15020.178970813751,0.8134200572967529,0.0
64500,0.31518412,1.6471728,,,,,,,,,,,,,,,,,
65000,0.31733,1.7562938,,,,,,,,,,,,,,,,,
65500,0.31540868,1.6288786,,,,,,,,,,,,,,,,,
66000,0.30987996,1.5835289,,,,,,,,,,,,,,,,,
66439,,,0.6681381464004517,1.5711647272109983,32.870854886084715,0.6773505806922913,1.5075639486312866,29.533497605061257,3000.0,0.6923828125,1.415091037750244,29.547095741952447,3003.0,23559.536057949063,39152.96033978462,23559.536057949063,15590.463738679886,0.8402137756347656,0.0
66500,0.32190114,1.6407638,,,,,,,,,,,,,,,,,
67000,0.312869,1.6961641,,,,,,,,,,,,,,,,,
67500,0.31673416,1.6510583,,,,,,,,,,,,,,,,,
68000,0.31153223,1.6256084,,,,,,,,,,,,,,,,,
68500,0.32603213,1.6834595,,,,,,,,,,,,,,,,,
68812,,,0.6660295128822327,1.5897455215454102,33.2229564491977,0.6795203685760498,1.4992176294326782,29.4938680018353,3000.0,0.693428635597229,1.4072777032852173,29.36758891332158,3003.0,24399.730229377747,40461.93387651444,24399.730229377747,16059.137459516523,0.8695645332336426,0.0
69000,0.31840956,1.6762205,,,,,,,,,,,,,,,,,
69500,0.31907904,1.6923617,,,,,,,,,,,,,,,,,
70000,0.3208448,1.7786317,,,,,,,,,,,,,,,,,
70500,0.31351474,1.6256267,,,,,,,,,,,,,,,,,
71000,0.31565207,1.6598352,,,,,,,,,,,,,,,,,
71185,,,0.6706438660621643,1.548822283744812,33.63335498095293,0.6798427700996399,1.4899640083312988,29.584248418353056,3000.0,0.6949160695075989,1.400790810585022,29.551375837013723,3003.0,25239.921297311783,41892.79270076752,25239.921297311783,16649.700699329376,0.8990745544433594,0.0
71500,0.3116808,1.5890019,,,,,,,,,,,,,,,,,
72000,0.32137686,1.683042,,,,,,,,,,,,,,,,,
72500,0.30538768,1.6300814,,,,,,,,,,,,,,,,,
73000,0.31277397,1.6028148,,,,,,,,,,,,,,,,,
73500,0.32725242,1.6195096,,,,,,,,,,,,,,,,,
73558,,,0.6686922311782837,1.5636966228485107,33.61162310909176,0.6811322569847107,1.487377643585205,29.61475621930088,3000.0,0.6956132650375366,1.3960987329483032,29.679354624505628,3003.0,26079.9373755455,43237.35492491722,26079.9373755455,17154.144641160965,0.927565574645996,0.0
74000,0.314878,1.6173667,,,,,,,,,,,,,,,,,
74500,0.3213317,1.6392759,,,,,,,,,,,,,,,,,
75000,0.31143934,1.5560617,,,,,,,,,,,,,,,,,
75500,0.31819195,1.670567,,,,,,,,,,,,,,,,,
75931,,,0.6778443455696106,1.5113569498062134,33.68908874111985,0.6824589967727661,1.4826048612594604,29.80243295526676,3000.0,0.6972866654396057,1.387231707572937,29.684434673409008,3003.0,26920.11353945732,44686.93447566032,26920.11353945732,17763.443356752396,0.9555902481079102,0.0
76000,0.30791616,1.6561193,,,,,,,,,,,,,,,,,
76500,0.32389614,1.647301,,,,,,,,,,,,,,,,,
77000,0.31173548,1.6671379,,,,,,,,,,,,,,,,,
77500,0.30657336,1.5407966,,,,,,,,,,,,,,,,,
78000,0.314875,1.6620988,,,,,,,,,,,,,,,,,
78304,,,0.6727930307388306,1.5448284149169922,33.363913091301995,0.6829673647880554,1.4761617183685305,29.7455915346154,3000.0,0.696694016456604,1.3837041854858398,29.876523596683413,3003.0,27760.13487482071,46064.34475827217,27760.13487482071,18300.72947216034,0.9833755493164062,0.0
78500,0.3123402,1.6222591,,,,,,,,,,,,,,,,,
79000,0.3141459,1.5957519,,,,,,,,,,,,,,,,,
79500,0.3137917,1.5925527,,,,,,,,,,,,,,,,,
80000,0.32638887,1.597258,,,,,,,,,,,,,,,,,
80500,0.31890127,1.5388703,,,,,,,,,,,,,,,,,
80676,,,0.6747324466705322,1.5321621894836426,33.81755577223068,0.683078944683075,1.474095106124878,29.818120434164623,3000.0,0.6976119875907898,1.3782261610031128,30.000250726081184,3003.0,28600.219145298004,47426.25502705574,28600.219145298004,18822.4528477192,1.0107650756835938,0.0
81000,0.3089334,1.5477744,,,,,,,,,,,,,,,,,
81500,0.314052,1.629862,,,,,,,,,,,,,,,,,
82000,0.30898705,1.5926565,,,,,,,,,,,,,,,,,
82500,0.3239553,1.5717151,,,,,,,,,,,,,,,,,
83000,0.3221495,1.5990608,,,,,,,,,,,,,,,,,
83048,,,0.6766062378883362,1.5232235193252563,34.390865962752926,0.6842568516731262,1.4705488681793213,29.83519080667452,3000.0,0.6981349587440491,1.374583125114441,29.859794249510102,3003.0,29440.208112716675,48784.276811122894,29440.208112716675,19340.382719755173,1.038370132446289,0.0
83500,0.32050836,1.6229898,,,,,,,,,,,,,,,,,
84000,0.3096343,1.6129652,,,,,,,,,,,,,,,,,
84500,0.31486833,1.6273745,,,,,,,,,,,,,,,,,
85000,0.32030866,1.5595591,,,,,,,,,,,,,,,,,
