global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
25000,0.011887655,0.23968112,,,,,,,,,,,,,,
25325,,,0.75312226159232,0.2619759355272565,0.7266191043542487,0.2849793270456703,3554.0,0.743769743961184,0.2862644616334474,3581.0,5985.0285766124725,6492.5528926849365,5985.0285766124725,503.3414328098297,3.307626485824585,0.0
25500,0.008714954,0.30739006,,,,,,,,,,,,,,
25674,,,0.7532731464930943,0.2620294945580618,0.726890928904931,0.2849602986401766,3554.0,0.7440219294322465,0.2862293847410814,3581.0,6065.189170598984,6576.763911724091,6065.189170598984,507.3471167087555,3.3404572010040283,0.0
26000,0.00800463,0.26785,,,,,,,,,,,,,,
26021,,,0.7531668799264091,0.2620236192430769,0.7267147959385551,0.2850204922875193,3554.0,0.7438715317168738,0.2862926526829971,3581.0,6145.22638130188,6660.849122047424,6145.22638130188,511.3554182052612,3.3682801723480225,0.0
26367,,,0.7532105445861816,0.2619011402130127,0.7267279166080473,0.2849258998168876,3554.0,0.7438562601446872,0.2862183401219108,3581.0,6225.36416053772,6745.040446996689,6225.36416053772,515.3648910522461,3.400586128234864,0.0
26500,0.0041051004,0.25414142,,,,,,,,,,,,,,
26714,,,0.7531957626342773,0.2619240965162004,0.7267382207987478,0.2849216407513981,3554.0,0.7438786902663362,0.2862105338941636,3581.0,6305.578426837921,6829.304530620575,6305.578426837921,519.3741998672485,3.429018974304199,0.0
27000,0.0073774536,0.2805599,,,,,,,,,,,,,,
27061,,,0.7531980787004743,0.2619192600250244,0.7267355417091658,0.2849165401770012,3554.0,0.7438743951366588,0.286198739331716,3581.0,6385.757724285126,6913.536991357803,6385.757724285126,523.3866755962372,3.457418441772461,0.0
